"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0세"
"충청북도 증평군 도안면(4374531000)","1,684","1","1"
"충청북도 진천군 (4375000000)","86,751","456","456"
"충청북도 진천군 진천읍(4375025000)","29,755","96","96"
"충청북도 진천군 덕산읍(4375025300)","31,174","282","282"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0"
"충청북도 진천군 초평면(4375032000)","2,942","1","1"
"충청북도 진천군 문백면(4375033000)","3,362","2","2"
"충청북도 진천군 백곡면(4375034000)","2,047","4","4"
"충청북도 진천군 이월면(4375035000)","6,363","18","18"
"충청북도 진천군 광혜원면(4375037000)","11,108","53","53"
"충청북도 괴산군 (4376000000)","36,165","62","62"
"충청북도 괴산군 괴산읍(4376025000)","9,169","27","27"
"충청북도 괴산군 감물면(4376031000)","2,002","2","2"
"충청북도 괴산군 장연면(4376032000)","1,885","0","0"
"충청북도 괴산군 연풍면(4376033000)","2,196","1","1"
"충청북도 괴산군 칠성면(4376034000)","3,108","4","4"
"충청북도 괴산군 문광면(4376035000)","2,157","2","2"
"충청북도 괴산군 청천면(4376036000)","5,063","7","7"
"충청북도 괴산군 청안면(4376037000)","3,276","8","8"
"충청북도 괴산군 사리면(4376039000)","2,546","3","3"
"충청북도 괴산군 소수면(4376040000)","2,141","6","6"
"충청북도 괴산군 불정면(4376041000)","2,622","2","2"
"충청북도 음성군 (4377000000)","90,245","279","279"
"충청북도 음성군 음성읍(4377025000)","16,355","36","36"
"충청북도 음성군 금왕읍(4377025300)","19,069","53","53"
"충청북도 음성군 소이면(4377031000)","2,782","1","1"
"충청북도 음성군 원남면(4377032000)","3,016","2","2"
"충청북도 음성군 맹동면(4377033000)","13,131","85","85"
"충청북도 음성군 대소면(4377034000)","15,172","57","57"
"충청북도 음성군 삼성면(4377035000)","6,508","20","20"
"충청북도 음성군 생극면(4377036000)","4,436","5","5"
"충청북도 음성군 감곡면(4377037000)","9,776","20","20"
"충청북도 단양군 (4380000000)","27,566","45","45"
"충청북도 단양군 단양읍(4380025000)","10,269","28","28"
"충청북도 단양군 매포읍(4380025300)","4,896","6","6"
"충청북도 단양군 대강면(4380031000)","2,341","1","1"
"충청북도 단양군 가곡면(4380032000)","2,011","1","1"
"충청북도 단양군 영춘면(4380033000)","3,092","3","3"
"충청북도 단양군 어상천면(4380034000)","1,863","0","0"
"충청북도 단양군 적성면(4380035000)","1,473","1","1"
"충청북도 단양군 단성면(4380036000)","1,621","5","5"
"충청남도  (4400000000)","2,134,817","9,269","9,269"
"충청남도 천안시 (4413000000)","658,320","3,291","3,291"
"충청남도 천안시 동남구 (4413100000)","260,592","1,062","1,062"
"충청남도 천안시 동남구 목천읍(4413125000)","22,863","57","57"
"충청남도 천안시 동남구 풍세면(4413131000)","8,402","56","56"
"충청남도 천안시 동남구 광덕면(4413132000)","4,074","7","7"
"충청남도 천안시 동남구 북면(4413133000)","4,211","1","1"
"충청남도 천안시 동남구 성남면(4413134000)","2,921","0","0"
"충청남도 천안시 동남구 수신면(4413135000)","2,135","1","1"
"충청남도 천안시 동남구 병천면(4413136000)","6,081","8","8"
"충청남도 천안시 동남구 동면(4413137000)","1,966","2","2"
"충청남도 천안시 동남구 중앙동(4413151000)","4,905","10","10"
"충청남도 천안시 동남구 문성동(4413152000)","7,884","76","76"
"충청남도 천안시 동남구 원성1동(4413153000)","7,966","23","23"
"충청남도 천안시 동남구 원성2동(4413154000)","9,054","17","17"
"충청남도 천안시 동남구 봉명동(4413155000)","16,615","68","68"
"충청남도 천안시 동남구 일봉동(4413156000)","21,855","43","43"
"충청남도 천안시 동남구 신방동(4413157000)","43,363","176","176"
"충청남도 천안시 동남구 청룡동(4413158000)","58,716","344","344"
"충청남도 천안시 동남구 신안동(4413159000)","37,581","173","173"
"충청남도 천안시 서북구 (4413300000)","397,728","2,229","2,229"
"충청남도 천안시 서북구 성환읍(4413325000)","22,419","39","39"
"충청남도 천안시 서북구 성거읍(4413325300)","21,514","86","86"
"충청남도 천안시 서북구 직산읍(4413325600)","19,437","75","75"
"충청남도 천안시 서북구 입장면(4413331000)","7,883","6","6"
"충청남도 천안시 서북구 성정1동(4413351000)","16,975","75","75"
"충청남도 천안시 서북구 성정2동(4413352000)","25,127","62","62"
"충청남도 천안시 서북구 쌍용1동(4413353000)","12,963","30","30"
"충청남도 천안시 서북구 쌍용2동(4413354000)","35,093","137","137"
"충청남도 천안시 서북구 쌍용3동(4413355000)","17,550","57","57"
"충청남도 천안시 서북구 백석동(4413356000)","39,471","174","174"
"충청남도 천안시 서북구 불당1동(4413356600)","32,051","268","268"
"충청남도 천안시 서북구 불당2동(4413356700)","37,115","246","246"
"충청남도 천안시 서북구 부성1동(4413358000)","50,679","376","376"
"충청남도 천안시 서북구 부성2동(4413359000)","59,451","598","598"
"충청남도 공주시 (4415000000)","102,045","283","283"
"충청남도 공주시 유구읍(4415025000)","6,879","7","7"
"충청남도 공주시 이인면(4415031000)","3,008","1","1"
"충청남도 공주시 탄천면(4415032000)","2,787","6","6"
"충청남도 공주시 계룡면(4415033000)","5,165","6","6"
"충청남도 공주시 반포면(4415034000)","4,039","3","3"
"충청남도 공주시 의당면(4415036000)","4,346","11","11"
"충청남도 공주시 정안면(4415037000)","4,649","4","4"
"충청남도 공주시 우성면(4415038000)","4,908","7","7"
"충청남도 공주시 사곡면(4415039000)","2,746","1","1"
"충청남도 공주시 신풍면(4415040000)","3,051","4","4"
"충청남도 공주시 중학동(4415051000)","4,285","11","11"
"충청남도 공주시 웅진동(4415054000)","7,483","28","28"
"충청남도 공주시 금학동(4415055000)","5,301","11","11"
"충청남도 공주시 옥룡동(4415056000)","7,187","10","10"
"충청남도 공주시 신관동(4415057000)","19,600","65","65"
"충청남도 공주시 월송동(4415059000)","16,611","108","108"
"충청남도 보령시 (4418000000)","94,655","284","284"
"충청남도 보령시 웅천읍(4418025000)","5,703","5","5"
"충청남도 보령시 주포면(4418031000)","1,538","1","1"
"충청남도 보령시 오천면(4418032000)","2,022","1","1"
"충청남도 보령시 오천면어항출장소(4418032500)","1,518","3","3"
"충청남도 보령시 원산출장소(4418032900)","1,026","0","0"
"충청남도 보령시 천북면(4418033000)","3,180","2","2"
"충청남도 보령시 청소면(4418034000)","2,378","2","2"
"충청남도 보령시 청라면(4418035000)","3,561","3","3"
"충청남도 보령시 남포면(4418036000)","4,803","6","6"
"충청남도 보령시 주산면(4418038000)","2,245","1","1"
"충청남도 보령시 미산면(4418039000)","1,625","2","2"
"충청남도 보령시 성주면(4418040000)","1,954","2","2"
"충청남도 보령시 주교면(4418041000)","4,893","3","3"
"충청남도 보령시 대천1동(4418051500)","12,900","34","34"
"충청남도 보령시 대천2동(4418052500)","6,183","22","22"
"충청남도 보령시 대천3동(4418053500)","15,551","75","75"
"충청남도 보령시 대천4동(4418054500)","17,757","111","111"
"충청남도 보령시 대천5동(4418056500)","5,818","11","11"
"충청남도 아산시 (4420000000)","351,686","2,039","2,039"
"충청남도 아산시 염치읍(4420025000)","5,893","17","17"
"충청남도 아산시 배방읍(4420025300)","88,092","633","633"
"충청남도 아산시 송악면(4420031000)","4,035","2","2"
"충청남도 아산시 탕정면(4420033000)","45,872","462","462"
"충청남도 아산시 음봉면(4420035000)","22,795","158","158"
"충청남도 아산시 둔포면(4420036000)","23,674","195","195"
"충청남도 아산시 영인면(4420037000)","5,318","7","7"
"충청남도 아산시 인주면(4420038000)","5,716","7","7"
"충청남도 아산시 선장면(4420039000)","2,867","2","2"
"충청남도 아산시 도고면(4420040000)","4,216","8","8"
"충청남도 아산시 신창면(4420041000)","21,637","63","63"
"충청남도 아산시 온양1동(4420057000)","9,306","54","54"
"충청남도 아산시 온양2동(4420058000)","9,914","13","13"
"충청남도 아산시 온양3동(4420059000)","38,953","189","189"
"충청남도 아산시 온양4동(4420060000)","16,077","32","32"
"충청남도 아산시 온양5동(4420061000)","20,890","84","84"
"충청남도 아산시 온양6동(4420062000)","26,431","113","113"
"충청남도 서산시 (4421000000)","175,657","812","812"
"충청남도 서산시 대산읍(4421025000)","12,873","50","50"
"충청남도 서산시 인지면(4421031000)","7,060","15","15"
"충청남도 서산시 부석면(4421032000)","5,101","1","1"
"충청남도 서산시 팔봉면(4421033000)","3,225","0","0"
"충청남도 서산시 지곡면(4421034000)","7,791","19","19"
"충청남도 서산시 성연면(4421036000)","17,094","201","201"
"충청남도 서산시 음암면(4421037000)","9,056","17","17"
"충청남도 서산시 운산면(4421038000)","4,870","4","4"
"충청남도 서산시 해미면(4421039000)","7,057","7","7"
"충청남도 서산시 고북면(4421040000)","5,822","24","24"
"충청남도 서산시 부춘동(4421051000)","17,890","60","60"
"충청남도 서산시 동문1동(4421052500)","17,441","62","62"
"충청남도 서산시 동문2동(4421053500)","8,172","16","16"
"충청남도 서산시 수석동(4421054000)","17,435","101","101"
"충청남도 서산시 석남동(4421055000)","34,770","235","235"
"충청남도 논산시 (4423000000)","109,413","372","372"
"충청남도 논산시 강경읍(4423025000)","7,347","12","12"
"충청남도 논산시 연무읍(4423025300)","12,639","49","49"
"충청남도 논산시 성동면(4423031000)","3,798","5","5"
"충청남도 논산시 광석면(4423032000)","3,941","4","4"
"충청남도 논산시 노성면(4423033000)","2,709","4","4"
"충청남도 논산시 상월면(4423034000)","3,370","3","3"
"충청남도 논산시 부적면(4423035000)","3,321","7","7"
"충청남도 논산시 연산면(4423036000)","5,777","4","4"
"충청남도 논산시 벌곡면(4423038000)","2,351","1","1"
"충청남도 논산시 양촌면(4423039000)","5,882","26","26"
"충청남도 논산시 가야곡면(4423040000)","3,191","5","5"
"충청남도 논산시 은진면(4423041000)","3,761","3","3"
"충청남도 논산시 채운면(4423042000)","2,051","3","3"
"충청남도 논산시 취암동(4423051000)","34,264","193","193"
"충청남도 논산시 부창동(4423052000)","15,011","53","53"
"충청남도 계룡시 (4425000000)","46,687","205","205"
"충청남도 계룡시 두마면(4425031000)","14,068","94","94"
"충청남도 계룡시 엄사면(4425031500)","16,840","37","37"
"충청남도 계룡시 신도안면(4425033000)","7,763","60","60"
"충청남도 계룡시 금암동(4425051000)","8,016","14","14"
"충청남도 당진시 (4427000000)","170,375","802","802"
"충청남도 당진시 합덕읍(4427025000)","8,031","13","13"
"충청남도 당진시 송악읍(4427025300)","29,684","165","165"
"충청남도 당진시 고대면(4427031000)","5,465","9","9"
"충청남도 당진시 석문면(4427032000)","8,684","18","18"
"충청남도 당진시 대호지면(4427033000)","2,256","0","0"
"충청남도 당진시 정미면(4427034000)","3,522","3","3"
"충청남도 당진시 면천면(4427035000)","3,349","3","3"
"충청남도 당진시 순성면(4427036000)","4,750","4","4"
"충청남도 당진시 우강면(4427037000)","5,316","12","12"
"충청남도 당진시 신평면(4427038000)","14,607","20","20"
"충청남도 당진시 송산면(4427039000)","11,641","35","35"
"충청남도 당진시 당진1동(4427051000)","34,107","321","321"
"충청남도 당진시 당진2동(4427052000)","22,493","136","136"
"충청남도 당진시 당진3동(4427053000)","16,470","63","63"
"충청남도 금산군 (4471000000)","49,973","98","98"
"충청남도 금산군 금산읍(4471025000)","22,723","70","70"
"충청남도 금산군 금성면(4471031000)","3,074","3","3"
"충청남도 금산군 제원면(4471032000)","2,709","3","3"
"충청남도 금산군 부리면(4471033000)","2,372","1","1"
"충청남도 금산군 군북면(4471034000)","2,332","0","0"
"충청남도 금산군 남일면(4471035000)","2,796","2","2"
"충청남도 금산군 남이면(4471036000)","1,983","1","1"
"충청남도 금산군 진산면(4471037000)","3,120","5","5"
"충청남도 금산군 복수면(4471038000)","2,894","6","6"
"충청남도 금산군 추부면(4471039000)","5,970","7","7"
"충청남도 부여군 (4476000000)","60,156","97","97"
"충청남도 부여군 부여읍(4476025000)","18,213","25","25"
"충청남도 부여군 규암면(4476031000)","11,547","42","42"
"충청남도 부여군 은산면(4476032000)","3,514","3","3"
"충청남도 부여군 외산면(4476033000)","2,204","1","1"
"충청남도 부여군 내산면(4476034000)","1,466","2","2"
"충청남도 부여군 구룡면(4476035000)","2,232","4","4"
"충청남도 부여군 홍산면(4476036000)","2,600","0","0"
"충청남도 부여군 옥산면(4476037000)","1,347","0","0"
"충청남도 부여군 남면(4476038000)","1,708","1","1"
"충청남도 부여군 충화면(4476039000)","1,076","1","1"
"충청남도 부여군 양화면(4476040000)","1,574","1","1"
"충청남도 부여군 임천면(4476041000)","2,651","2","2"
"충청남도 부여군 장암면(4476042000)","2,505","5","5"
"충청남도 부여군 세도면(4476043000)","2,895","5","5"
"충청남도 부여군 석성면(4476044000)","2,654","3","3"
"충청남도 부여군 초촌면(4476045000)","1,970","2","2"
"충청남도 서천군 (4477000000)","48,706","99","99"
"충청남도 서천군 장항읍(4477025000)","10,861","31","31"
"충청남도 서천군 서천읍(4477025300)","12,821","39","39"
